Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Target
0;1;0;0;23;6;14.357142857142858;6;14.357142857142858;1
0;1;0;0;19;6;12.833333333333334;6;12.666666666666666;1
0;1;0;0;19;7;13.925714285714283;7;13.925714285714283;1
0;1;0;0;26;2;12.0;3;11.0;0
0;1;0;0;18;7;13.44285714285714;8;13.744444444444444;1
0;1;1;0;18;1;16.0;0;0.0;0
0;1;1;0;20;6;13.125;6;13.2;1
0;1;1;0;19;0;0.0;0;0.0;0
0;0;1;0;32;5;11.4;4;11.0;0
0;0;1;0;31;2;11.0;3;11.666666666666666;0
0;1;0;0;21;5;13.666666666666666;5;13.0;1
0;0;0;0;31;4;11.75;1;10.0;0
0;1;0;0;34;1;10.0;1;13.0;0
0;1;0;1;18;6;13.5;6;12.833333333333334;1
1;1;0;0;19;0;0.0;0;0.0;0
0;0;0;0;18;3;13.0;5;11.8;0
0;1;0;0;20;6;14.833333333333334;6;16.0;1
0;1;0;0;20;6;11.833333333333334;6;12.857142857142858;1
0;1;0;1;18;5;12.0;5;12.333333333333334;1
0;1;0;0;19;4;12.75;6;11.333333333333334;1
0;1;0;1;30;0;0.0;1;10.0;0
0;1;0;0;19;6;12.0;6;12.857142857142858;1
0;1;0;0;19;7;11.677777777777775;8;13.8;1
0;1;0;1;19;7;13.6;7;13.6;1
0;1;0;0;19;6;16.0;6;15.875;1
0;1;0;0;20;5;11.8;6;11.5;1
1;1;1;0;25;0;0.0;2;14.0;0
0;1;1;0;19;0;0.0;0;0.0;0
1;1;0;1;34;6;16.142857142857142;6;16.2;1
0;1;0;1;18;7;11.785714285714286;7;11.785714285714286;1
0;1;0;1;18;8;13.42375;8;13.42375;1
0;1;0;0;20;6;12.5;5;14.166666666666666;1
0;1;0;1;20;7;12.464285714285714;7;12.464285714285714;1
0;1;0;0;28;1;10.0;0;0.0;0
0;1;0;0;19;5;12.6;4;12.4;1
0;1;0;0;34;2;10.0;4;12.0;0
0;1;0;0;35;0;0.0;0;0.0;0
0;1;0;0;32;5;11.6;5;12.333333333333334;1
0;1;0;0;19;6;12.166666666666666;6;13.5;1
0;1;0;0;18;4;13.6;5;12.666666666666666;1
0;0;0;0;35;4;12.5;5;11.8;0
0;1;0;1;20;6;11.714285714285714;6;12.625;1
0;1;1;1;18;6;13.5;6;13.0;1
0;1;1;1;20;7;13.024285714285714;7;13.024285714285714;1
0;0;1;0;18;0;0.0;0;0.0;0
0;1;1;1;18;5;17.333333333333332;5;18.571428571428573;1
0;1;1;1;20;4;11.0;4;11.5;1
0;1;1;0;19;6;13.666666666666666;6;12.5;0
0;1;1;0;19;6;12.833333333333334;6;11.833333333333334;1
0;1;1;0;20;5;12.6;4;11.5;1
0;1;1;0;22;6;14.333333333333334;7;13.771428571428572;1
0;1;1;0;19;7;14.285714285714286;7;14.285714285714286;1
0;1;1;0;22;3;11.75;2;10.0;0
0;1;1;0;20;5;14.8;5;17.6;1
1;0;1;0;34;0;0.0;0;0.0;0
0;1;1;0;24;1;10.0;0;0.0;0
0;1;1;0;26;0;0.0;0;0.0;0
0;1;1;0;35;4;12.6;5;12.38;0
0;1;1;0;22;5;12.428571428571429;5;11.8;1
0;1;1;0;19;3;12.333333333333334;0;0.0;0
0;0;1;0;19;0;0.0;0;0.0;0
1;1;1;0;20;0;0.0;0;0.0;1
1;1;1;0;21;10;12.1;8;13.333333333333334;1
0;1;0;1;19;6;14.714285714285714;6;15.0;1
0;1;0;0;18;6;12.666666666666666;6;12.833333333333334;1
0;1;0;1;23;12;14.384615384615383;10;13.3;1
0;1;0;1;18;5;13.4;5;12.2;1
0;1;0;0;18;7;13.314285714285717;7;13.314285714285717;1
0;1;0;0;19;7;11.98857142857143;7;11.98857142857143;1
0;1;0;0;21;11;11.545454545454543;8;12.88888888888889;1
0;1;0;1;18;6;16.46153846153846;6;13.875;1
0;1;0;1;24;6;13.666666666666666;6;12.833333333333334;1
0;1;0;0;18;7;12.65;8;13.411111111111111;0
0;1;0;0;20;6;14.37;7;14.65;1
0;0;0;1;18;3;12.0;3;10.666666666666666;0
0;1;0;1;19;4;12.0;3;11.0;0
0;1;0;0;19;5;12.6;5;11.2;1
1;1;0;0;18;6;12.166666666666666;6;12.333333333333334;1
0;1;0;1;18;8;13.76375;8;13.76375;1
0;1;0;1;19;6;12.4;6;12.8;1
0;1;0;0;18;6;14.333333333333334;6;14.333333333333334;1
1;0;0;0;19;1;10.0;0;0.0;0
0;1;0;0;21;7;14.69625;8;14.622222222222224;1
0;1;0;1;18;7;12.855555555555556;8;13.9125;1
0;1;0;0;18;7;13.7;8;13.994444444444444;1
0;0;0;0;23;0;0.0;1;12.0;0
0;1;0;0;18;7;13.285714285714286;8;13.333333333333334;1
0;1;0;0;21;5;11.5;5;11.0;0
0;1;0;1;19;7;11.4;7;11.4;1
0;1;0;1;21;6;12.333333333333334;6;11.333333333333334;1
0;1;0;0;18;5;12.8;4;12.2;1
0;1;0;1;20;5;12.0;4;15.0;1
0;1;0;1;18;5;13.0;5;13.5;1
1;0;0;1;18;6;11.833333333333334;6;11.0;0
0;1;0;0;18;6;14.0;6;13.333333333333334;1
0;1;0;1;18;6;12.333333333333334;6;13.5;1
0;1;0;1;24;6;12.5;6;12.833333333333334;1
0;1;0;0;19;0;0.0;0;0.0;1
0;1;0;0;18;7;15.657142857142857;7;15.657142857142857;1
0;1;0;0;19;6;12.166666666666666;6;11.333333333333334;1
0;1;0;0;19;0;0.0;0;0.0;0
0;1;0;0;26;4;11.75;0;0.0;0
1;0;1;0;36;0;0.0;0;0.0;0
0;0;1;0;19;0;0.0;0;0.0;0
0;0;1;0;27;0;0.0;0;0.0;0
0;1;1;0;18;1;13.0;0;0.0;0
0;1;1;1;18;7;13.331428571428573;7;13.331428571428573;1
0;1;1;0;28;0;0.0;0;0.0;0
0;1;1;0;21;0;0.0;0;0.0;1
0;1;1;0;19;6;13.7;6;13.7;1
1;0;1;0;26;0;0.0;0;0.0;0
0;1;1;0;20;9;13.454545454545457;6;13.875;0
0;1;1;0;19;7;12.2;7;12.2;1
0;1;1;0;21;3;10.0;4;11.0;0
0;1;1;1;23;5;13.0;6;12.857142857142858;1
0;1;1;0;29;6;12.0;6;14.0;1
0;1;1;0;20;7;15.028571428571428;7;15.028571428571428;1
0;1;1;0;18;6;12.0;6;11.714285714285714;1
0;1;1;0;19;5;12.0;5;12.4;1
0;0;1;0;23;3;13.666666666666666;3;11.333333333333334;0
0;1;1;0;21;0;0.0;0;0.0;0
0;1;1;1;18;0;0.0;0;0.0;1
1;0;1;0;21;1;14.0;0;0.0;0
0;1;1;0;22;0;0.0;0;0.0;0
0;1;1;0;21;7;12.375;5;12.583333333333334;1
0;0;1;0;32;0;0.0;0;0.0;0
0;1;1;0;27;18;11.421052631578949;13;11.076923076923077;1
0;1;1;0;18;6;13.35;6;13.35;1
0;1;1;1;24;6;15.0;2;16.0;1
0;1;1;0;22;2;10.5;0;0.0;0
0;0;1;0;22;0;0.0;0;0.0;0
0;1;1;0;19;5;13.25;5;11.833333333333334;1
0;1;1;0;19;0;0.0;0;0.0;0
0;1;0;1;18;8;13.88125;8;13.88125;1
0;1;0;0;18;6;11.333333333333334;5;12.6;1
1;1;0;0;20;0;0.0;0;0.0;0
0;1;0;0;19;6;12.857142857142858;6;13.666666666666666;1
1;1;0;0;19;5;11.6;6;12.5;1
0;1;0;1;18;5;11.4;6;11.333333333333334;1
1;1;0;1;22;7;13.571428571428571;9;13.77777777777778;1
0;1;0;0;31;6;11.833333333333334;7;12.228571428571428;1
0;1;0;1;19;7;14.428571428571429;7;14.142857142857142;1
0;1;0;1;18;6;12.285714285714286;5;12.4;1
0;1;0;0;21;5;14.4;5;13.8;1
0;1;0;1;18;7;13.15;8;15.06875;1
1;0;1;0;25;0;0.0;0;0.0;0
1;1;1;0;21;0;0.0;0;0.0;0
0;1;0;1;19;7;12.342857142857143;7;12.342857142857143;1
0;1;0;0;22;4;10.5;1;11.0;0
0;1;1;0;19;5;10.6;5;11.6;1
0;1;0;0;58;0;0.0;0;0.0;0
0;1;0;1;19;4;11.25;6;12.0;1
0;1;1;0;23;6;10.5;10;11.7;1
0;1;0;0;18;7;13.457142857142856;8;14.5125;1
0;1;0;0;20;5;12.6;4;12.333333333333334;1
0;0;0;0;18;0;0.0;0;0.0;0
0;1;0;0;18;6;13.666666666666666;5;13.6;1
1;1;0;1;18;5;11.6;5;11.8;1
0;1;0;0;24;6;12.571428571428571;5;12.833333333333334;0
0;1;0;0;18;5;11.8;5;11.4;0
0;1;0;1;19;6;11.333333333333334;6;11.833333333333334;1
0;1;0;0;18;6;10.666666666666666;6;11.5;1
0;1;0;1;19;0;0.0;0;0.0;1
0;1;0;0;22;6;13.333333333333334;4;11.5;1
0;1;0;1;21;5;13.0;6;12.833333333333334;1
0;1;0;1;18;7;12.90857142857143;7;12.90857142857143;1
0;1;0;0;20;4;12.0;1;10.0;0
0;1;0;0;19;6;15.333333333333334;6;15.833333333333334;1
1;0;1;0;26;6;13.0;2;14.0;0
0;1;0;0;35;6;12.5;6;12.166666666666666;1
0;1;0;1;19;6;13.0;6;14.333333333333334;1
0;1;1;0;18;4;11.75;5;12.571428571428571;1
0;1;1;0;19;4;12.5;4;14.25;1
0;1;1;0;25;17;11.61111111111111;17;12.055555555555555;1
0;1;1;0;18;6;14.0;6;14.666666666666666;1
1;0;1;0;26;0;0.0;0;0.0;0
0;1;1;0;34;5;13.8;5;13.833333333333334;1
0;0;1;0;18;0;0.0;0;0.0;0
0;0;1;0;18;0;0.0;0;0.0;0
0;1;1;1;18;4;12.25;3;12.333333333333334;0
0;1;1;0;20;3;11.5;3;13.666666666666666;0
0;1;1;0;25;6;12.571428571428571;9;12.555555555555555;1
0;1;1;0;18;6;12.0;5;12.166666666666666;0
0;1;1;0;19;11;12.0;12;12.307692307692308;1
0;1;1;0;20;0;0.0;0;0.0;0
0;1;1;1;20;6;12.0;6;11.166666666666666;1
0;1;1;1;19;0;0.0;0;0.0;0
0;0;1;0;20;0;0.0;0;0.0;0
0;1;1;0;24;4;10.5;4;12.5;0
0;1;1;0;20;5;12.857142857142858;6;12.3;1
0;1;1;0;23;2;13.0;1;10.0;0
0;1;1;0;21;11;12.454545454545457;8;12.75;1
0;1;1;0;20;3;11.0;0;0.0;0
0;1;1;1;18;6;15.5;6;14.166666666666666;1
0;1;1;0;18;6;12.333333333333334;6;13.666666666666666;1
0;1;1;1;18;6;11.333333333333334;6;12.285714285714286;1
0;1;1;0;19;0;0.0;0;0.0;0
0;1;1;0;19;4;12.0;5;12.6;1
1;1;1;0;33;2;12.5;2;11.5;0
0;1;1;0;21;12;13.666666666666666;11;13.0;1
1;0;1;0;25;2;14.5;0;0.0;0
0;1;1;1;20;4;13.2;0;0.0;0
0;1;1;1;22;5;12.166666666666666;5;14.8;0
0;1;0;0;39;4;11.25;6;11.333333333333334;1
0;1;1;1;21;6;15.166666666666666;6;14.428571428571429;1
0;1;0;1;19;6;11.166666666666666;4;13.4;1
0;1;0;1;26;6;10.983333333333334;6;10.983333333333334;1
0;1;0;1;19;4;10.75;5;11.5;1
0;0;0;1;20;11;13.384615384615383;7;14.285714285714286;1
0;1;1;0;24;0;0.0;0;0.0;0
0;1;1;0;20;4;13.0;5;14.833333333333334;1
0;1;1;0;29;6;16.11111111111111;6;13.5;1
0;1;1;0;20;6;11.5;6;11.0;1
0;1;1;0;20;4;10.75;2;10.5;0
0;1;1;1;24;4;11.6;5;13.0;1
1;1;1;0;24;0;0.0;0;0.0;0
0;1;1;0;23;5;13.8;5;14.142857142857142;1
0;1;1;0;20;7;13.585714285714284;8;14.6875;1
0;1;1;0;19;6;13.857142857142858;5;13.0;1
0;1;1;1;20;6;13.444444444444445;5;12.6;1
0;1;1;0;18;6;14.0;6;13.857142857142858;1
1;1;1;0;20;1;12.0;0;0.0;0
0;1;1;0;33;5;14.2;5;13.833333333333334;1
0;0;0;0;19;3;11.0;3;12.0;0
0;1;1;0;19;0;0.0;0;0.0;1
0;1;1;0;22;13;14.0;12;13.0;1
0;1;0;0;39;0;0.0;0;0.0;0
0;0;1;0;22;0;0.0;0;0.0;0
0;1;1;1;19;0;0.0;0;0.0;1
0;1;0;0;19;6;13.5;6;14.333333333333334;1
0;1;0;0;19;0;0.0;0;0.0;0
0;1;0;1;21;17;13.38888888888889;17;14.88888888888889;1
0;0;0;0;39;0;0.0;0;0.0;0
0;1;1;0;19;12;13.583333333333334;11;13.583333333333334;1
1;0;1;0;24;0;0.0;0;0.0;0
0;1;1;0;27;1;10.0;0;0.0;0
0;1;1;0;29;5;15.2;5;15.2;1
0;1;1;0;20;4;12.8;0;0.0;0
0;1;1;0;21;5;11.166666666666666;4;11.0;0
0;1;1;0;19;7;12.828571428571427;7;12.828571428571427;1
1;0;1;0;19;6;12.5;4;12.6;0
0;1;1;1;28;3;10.0;3;12.4;1
0;0;0;0;21;6;11.5;4;13.25;1
1;0;0;0;23;7;11.328571428571427;7;11.328571428571427;0
0;1;0;0;18;6;13.033333333333331;6;13.033333333333331;1
0;1;0;0;59;6;12.166666666666666;4;11.75;1
0;1;0;0;18;5;14.4;5;13.6;1
0;1;0;0;27;0;0.0;0;0.0;0
0;1;0;1;18;6;12.666666666666666;6;12.0;1
1;0;0;0;20;2;12.0;3;11.666666666666666;0
0;0;0;0;32;0;0.0;0;0.0;0
0;1;0;0;19;3;11.666666666666666;4;10.8;0
0;1;0;0;41;0;0.0;0;0.0;0
0;1;0;0;38;1;10.0;0;0.0;0
0;1;1;0;35;0;0.0;0;0.0;0
0;1;0;0;27;4;12.25;3;12.0;0
0;1;0;0;19;4;12.0;6;12.5;1
0;0;0;0;39;0;0.0;0;0.0;0
0;0;0;0;37;0;0.0;0;0.0;0
0;0;0;0;37;0;0.0;0;0.0;0
0;1;0;1;35;16;12.6875;13;12.0;1
0;1;0;0;49;10;10.4;6;10.666666666666666;1
0;1;0;0;52;14;10.466666666666669;12;10.923076923076923;1
0;1;0;0;18;5;14.333333333333334;5;13.0;1
0;1;0;1;30;6;14.666666666666666;6;14.333333333333334;1
0;1;0;0;21;7;12.835714285714284;8;14.23125;1
0;1;1;0;20;0;0.0;0;0.0;0
0;1;1;0;19;0;0.0;0;0.0;0
0;1;1;0;18;8;13.24875;8;13.24875;1
0;1;0;1;22;3;14.0;5;12.4;1
0;1;0;1;19;6;13.625;6;12.166666666666666;1
0;1;0;1;18;7;14.85;8;15.61111111111111;1
0;1;1;0;21;4;10.75;5;11.4;1
0;1;0;0;37;0;0.0;0;0.0;0
1;0;1;0;38;0;0.0;0;0.0;0
0;0;1;0;55;0;0.0;0;0.0;0
1;0;0;0;28;5;13.0;4;11.75;0
0;1;0;0;46;8;12.375;5;12.4;1
0;1;0;0;22;0;0.0;0;0.0;1
0;1;0;0;46;5;11.4;4;13.75;0
1;0;0;0;18;3;13.0;3;12.0;0
0;1;1;1;21;6;13.5;6;14.166666666666666;1
0;1;0;0;34;0;0.0;1;11.0;0
0;1;0;1;21;5;12.0;5;11.2;0
0;1;0;1;18;5;13.0;6;13.0;1
0;1;1;0;20;0;0.0;0;0.0;1
0;1;1;0;19;2;10.5;1;12.0;0
0;1;1;0;22;6;12.666666666666666;6;12.166666666666666;1
0;1;1;0;23;1;11.0;0;0.0;0
0;1;1;0;19;0;0.0;0;0.0;0
1;0;1;1;19;0;0.0;0;0.0;0
0;1;1;1;18;6;15.571428571428571;6;16.142857142857142;1
0;1;1;0;18;4;12.0;5;11.8;0
1;1;1;0;19;4;11.25;3;11.333333333333334;0
0;1;1;0;18;0;0.0;0;0.0;1
0;1;1;0;19;6;12.142857142857142;5;13.6;1
1;0;1;0;27;2;11.5;0;0.0;0
0;1;1;0;20;4;13.0;6;13.0;1
0;1;1;0;18;8;12.8875;8;12.8875;1
0;1;1;0;18;6;12.833333333333334;6;12.571428571428571;1
0;1;1;0;18;3;10.666666666666666;2;12.5;0
0;1;0;0;18;6;11.983333333333334;8;12.28125;1
0;0;0;0;37;0;0.0;0;0.0;0
0;1;0;1;36;6;11.833333333333334;6;11.5;1
0;1;0;0;26;3;12.666666666666666;2;11.0;0
0;1;0;0;19;4;13.75;4;14.5;1
0;1;0;0;24;5;11.4;5;11.8;0
0;1;0;1;19;6;13.166666666666666;6;13.0;0
0;1;0;1;20;6;12.833333333333334;5;11.8;1
0;1;0;0;19;6;14.125;5;14.5;1
0;1;0;0;21;3;11.666666666666666;5;13.0;1
0;0;0;0;50;6;10.25;4;11.25;0
0;1;0;0;47;6;12.514285714285716;4;11.75;0
0;1;0;0;24;10;11.5;9;10.444444444444445;0
0;0;0;0;48;1;10.0;0;0.0;0
0;1;0;1;18;6;15.714285714285714;5;12.77777777777778;1
0;1;1;0;32;4;12.5;4;11.0;0
0;0;1;0;20;3;12.0;4;12.75;0
1;1;1;0;24;0;0.0;0;0.0;0
0;1;1;0;53;4;12.25;4;11.75;1
1;0;1;0;42;0;0.0;0;0.0;0
0;1;1;0;52;5;13.6;5;14.2;1
0;1;1;0;49;5;12.2;5;11.8;1
0;1;1;1;18;6;12.285714285714286;6;13.333333333333334;1
0;1;1;0;37;3;12.0;4;13.0;1
0;1;1;1;21;6;13.342857142857143;7;11.65;1
1;1;1;0;26;0;0.0;0;0.0;0
0;1;1;0;20;11;14.272727272727272;11;14.818181818181818;1
0;1;0;1;19;7;12.1375;8;12.91111111111111;1
0;1;0;0;18;6;14.166666666666666;6;14.857142857142858;1
0;1;0;0;18;7;13.528571428571428;8;14.655555555555557;1
0;1;0;0;20;5;12.0;6;11.0;1
0;1;0;0;20;5;11.4;1;11.0;0
0;1;0;0;21;0;0.0;0;0.0;0
0;1;0;0;22;12;12.916666666666666;11;14.5;1
0;1;0;1;18;7;13.6375;8;14.3875;1
0;1;0;0;18;7;12.9;7;12.142857142857142;0
0;1;0;1;19;7;14.36;7;14.36;1
0;1;0;0;18;7;14.7;7;14.7;1
0;1;0;1;20;7;13.0;8;15.0625;1
0;1;0;0;20;6;13.5;0;0.0;0
0;1;0;0;20;5;12.333333333333334;5;12.6;1
0;1;0;0;19;5;13.4;5;13.0;1
0;1;0;1;20;0;0.0;0;0.0;1
0;1;0;0;27;11;14.727272727272728;7;14.142857142857142;1
0;1;0;0;18;6;16.571428571428573;6;15.666666666666666;1
0;1;0;0;18;7;15.145;8;15.7425;1
0;1;0;1;18;7;13.44285714285714;8;15.075;1
0;1;0;0;20;5;14.166666666666666;4;11.75;1
0;1;0;1;20;6;11.333333333333334;6;12.333333333333334;1
0;1;0;0;18;8;13.76125;8;13.76125;1
1;0;0;0;22;5;11.6;5;10.0;0
1;1;0;1;22;4;12.75;5;13.0;1
0;1;0;0;19;6;15.307692307692308;6;14.0;1
0;0;0;0;21;5;13.285714285714286;4;12.0;0
0;1;0;0;27;7;14.757142857142856;8;14.077777777777778;1
0;1;0;0;18;6;12.766666666666666;6;12.766666666666666;1
0;0;0;0;18;5;10.4;0;0.0;0
0;1;1;0;19;0;0.0;0;0.0;0
0;1;1;1;35;4;10.5;5;12.6;1
0;1;1;0;23;4;14.25;5;13.4;1
0;1;1;0;28;3;11.916666666666666;0;0.0;0
1;1;1;0;20;4;12.0;5;11.6;0
0;1;1;0;21;3;11.0;4;12.75;0
0;1;1;0;18;6;14.166666666666666;5;13.0;1
0;1;1;0;22;6;14.666666666666666;6;15.0;1
0;1;1;0;21;0;0.0;5;12.285714285714286;1
1;0;1;0;38;3;12.666666666666666;0;0.0;0
0;1;1;0;19;0;0.0;0;0.0;0
0;1;1;0;24;0;0.0;0;0.0;0
0;0;1;0;19;0;0.0;0;0.0;0
0;1;1;1;19;7;13.7;8;14.022222222222222;1
0;1;1;0;31;0;0.0;0;0.0;0
0;1;1;1;19;6;13.333333333333334;6;13.285714285714286;1
0;1;1;0;22;5;11.4;6;12.166666666666666;1
0;1;1;0;25;0;0.0;0;0.0;0
0;1;1;0;18;7;16.142857142857142;0;0.0;0
0;1;1;0;30;0;0.0;0;0.0;0
0;1;1;1;18;8;15.63375;8;15.63375;1
0;1;1;0;18;6;13.666666666666666;6;14.5;1
0;1;1;0;18;0;0.0;0;0.0;0
0;1;1;0;18;6;12.5;6;11.5;1
0;1;1;1;25;6;12.285714285714286;6;13.0;1
0;1;1;0;18;0;0.0;0;0.0;0
0;1;1;0;25;4;12.95;4;13.125;0
0;1;0;0;19;6;12.45;6;12.45;1
0;1;0;1;20;8;13.38125;8;13.38125;1
0;0;0;0;33;5;12.16;5;11.34;0
0;1;0;1;18;6;12.75;6;12.166666666666666;1
0;1;0;0;19;8;13.3425;8;13.3425;1
0;1;0;1;20;7;14.175;6;13.03125;1
0;1;1;0;24;0;0.0;2;14.5;0
0;1;1;0;24;0;0.0;0;0.0;0
0;1;1;0;18;5;12.0;5;12.142857142857142;1
0;1;0;1;18;6;10.571428571428571;5;11.4;1
0;1;0;0;22;11;14.153846153846152;12;15.428571428571429;1
0;1;0;1;18;6;11.166666666666666;5;12.4;1
0;1;0;0;21;17;12.0;17;12.666666666666666;1
0;1;0;0;38;3;11.333333333333334;4;12.0;0
0;1;0;1;29;16;12.588235294117649;13;13.357142857142858;1
0;0;0;0;18;0;0.0;0;0.0;0
0;1;1;0;37;12;12.25;13;12.846153846153848;1
0;1;1;0;20;5;11.6;5;12.8;1
0;0;1;0;20;4;13.0;3;12.0;0
1;1;1;0;40;3;10.666666666666666;2;12.5;0
0;0;1;0;21;2;11.0;3;11.428571428571429;0
0;1;1;0;21;6;13.428571428571429;8;13.125;1
0;1;1;0;18;8;13.05375;8;13.05375;1
0;1;1;0;27;6;14.166666666666666;6;13.833333333333334;1
0;0;1;0;38;0;0.0;0;0.0;0
0;1;1;0;18;5;13.6;3;12.666666666666666;0
0;1;1;0;18;6;13.714285714285714;5;13.333333333333334;0
1;0;1;0;19;3;11.666666666666666;2;10.0;0
1;0;1;0;44;1;14.0;0;0.0;0
0;1;1;0;26;4;12.5;3;10.0;0
1;0;1;0;24;5;11.833333333333334;4;11.5;0
0;0;1;0;27;0;0.0;0;0.0;0
1;0;1;0;27;0;0.0;0;0.0;0
0;1;1;0;25;13;11.538461538461538;10;12.4;0
0;1;1;1;19;0;0.0;0;0.0;1
1;0;1;0;20;0;0.0;0;0.0;0
0;0;0;0;22;3;12.666666666666666;0;0.0;0
0;1;0;0;19;6;14.428571428571429;6;15.0;1
0;1;0;1;18;7;13.117142857142856;7;12.6;1
1;1;0;0;20;6;12.666666666666666;6;11.833333333333334;1
0;1;0;1;18;0;0.0;0;0.0;0
0;1;1;0;36;6;15.285714285714286;6;16.5;1
1;1;1;0;19;3;10.5;4;11.25;1
0;1;1;1;21;11;12.636363636363637;9;12.6;1
0;1;0;0;26;0;0.0;0;0.0;0
1;0;0;0;29;3;14.333333333333334;1;14.0;0
0;1;1;0;27;0;0.0;0;0.0;0
0;1;0;1;19;6;13.5;6;14.428571428571429;1
0;0;1;0;20;0;0.0;0;0.0;0
0;1;1;0;33;9;12.8;7;11.428571428571429;1
1;1;1;0;35;5;10.8;5;12.0;0
0;1;1;0;23;4;11.4;4;11.0;1
0;1;1;0;19;7;13.725714285714286;8;14.5;1
0;1;1;1;21;6;13.5;6;11.166666666666666;1
0;1;1;0;27;7;15.57;7;15.57;0
0;1;1;0;28;7;14.114285714285714;8;15.91111111111111;0
0;1;1;0;42;0;0.0;0;0.0;0
0;1;1;0;27;4;13.5;4;13.75;1
0;1;1;0;23;4;11.25;0;0.0;0
0;1;1;1;18;6;12.142857142857142;6;11.333333333333334;1
0;1;1;0;26;7;13.075714285714286;7;13.075714285714286;1
0;1;1;0;18;0;0.0;0;0.0;0
1;1;1;0;29;3;11.0;2;13.5;0
0;1;1;0;22;0;0.0;0;0.0;0
0;1;0;1;19;7;13.512857142857142;7;13.512857142857142;1
0;1;0;1;18;6;12.833333333333334;6;12.166666666666666;1
0;1;0;1;18;3;15.0;3;11.666666666666666;0
1;0;0;0;40;5;12.8;3;13.333333333333334;0
1;0;0;0;20;3;12.333333333333334;0;0.0;0
0;1;1;0;18;5;12.288;5;12.288;0
0;1;1;0;31;12;12.333333333333334;7;13.285714285714286;1
0;1;1;1;18;4;11.5;5;12.8;1
0;1;1;0;22;6;11.833333333333334;4;11.142857142857142;0
1;0;1;0;38;0;0.0;0;0.0;0
0;1;1;0;33;0;0.0;0;0.0;0
0;1;1;0;18;0;0.0;0;0.0;0
0;1;1;0;27;6;12.333333333333334;5;13.0;1
0;1;1;0;26;6;12.428571428571429;6;12.833333333333334;1
0;1;0;1;19;7;12.765714285714289;8;13.544444444444444;1
0;1;1;0;44;5;12.1;5;12.6;0
0;1;1;0;19;5;12.0;5;11.5;1
0;1;1;0;20;0;0.0;0;0.0;0
0;1;0;0;31;13;11.357142857142858;13;12.0;1
0;1;0;0;25;6;13.5;6;12.5;1
1;0;0;0;19;0;0.0;0;0.0;0
0;1;0;0;18;7;13.884285714285712;8;14.75;0
0;1;0;0;24;2;11.666666666666666;2;10.5;0
0;1;0;0;20;6;14.5;6;12.666666666666666;1
0;1;0;0;18;6;14.714285714285714;6;14.166666666666666;1
0;1;0;1;18;6;13.285714285714286;6;14.333333333333334;1
1;0;0;0;28;0;0.0;0;0.0;0
1;1;0;0;18;5;13.0;4;11.5;0
0;1;0;1;18;6;11.5;5;14.0;1
0;1;0;1;18;5;11.8;5;11.6;1
0;0;0;1;19;3;10.666666666666666;3;12.285714285714286;0
0;1;0;1;19;6;13.8875;8;14.864444444444445;1
1;1;0;1;20;5;11.4;6;11.5;1
0;1;0;0;34;9;12.333333333333334;7;12.142857142857142;1
0;1;0;0;19;8;13.427499999999998;8;13.427499999999998;1
0;1;0;0;24;6;15.166666666666666;2;15.5;1
0;1;0;0;18;0;0.0;0;0.0;0
0;1;1;0;19;2;10.5;0;0.0;0
0;1;1;1;18;5;11.8;3;11.0;1
1;1;1;0;19;7;13.075;8;12.36111111111111;1
0;1;1;0;19;4;11.6;2;13.0;0
0;1;1;0;19;6;13.666666666666666;4;12.25;0
0;1;1;0;41;4;10.75;2;10.0;0
0;1;1;0;19;6;13.492857142857144;8;12.68888888888889;1
0;0;1;0;23;0;0.0;0;0.0;0
0;1;1;0;18;5;13.285714285714286;5;14.8;0
0;1;1;0;19;5;12.6;5;11.8;1
0;1;1;0;20;6;14.0;6;14.666666666666666;1
1;0;1;0;35;2;11.5;2;10.5;0
0;0;1;0;34;0;0.0;0;0.0;0
1;0;0;1;19;6;11.833333333333334;6;12.875;1
1;0;1;0;22;5;11.5;5;12.4;1
0;1;1;0;20;6;14.166666666666666;6;12.333333333333334;1
1;1;1;0;30;0;0.0;0;0.0;0
0;0;1;0;20;2;10.5;0;0.0;0
0;1;1;0;18;6;11.833333333333334;6;13.166666666666666;1
0;1;1;1;26;0;0.0;0;0.0;0
0;1;1;0;26;5;12.4;5;12.4;1
0;0;1;0;26;2;10.5;0;0.0;0
1;0;1;0;31;0;0.0;0;0.0;0
0;1;1;1;20;12;14.583333333333334;11;14.333333333333334;1
0;1;1;0;19;6;11.666666666666666;3;12.666666666666666;1
1;0;1;0;23;0;0.0;0;0.0;0
0;1;1;1;20;1;13.0;0;0.0;0
0;1;1;0;20;7;15.66;9;15.011111111111113;1
0;1;1;0;29;0;0.0;0;0.0;0
0;1;1;1;20;6;12.166666666666666;4;12.75;1
0;1;1;0;24;6;13.3;6;13.3;1
0;1;1;0;37;0;0.0;0;0.0;0
0;1;1;0;18;0;0.0;0;0.0;0
1;0;1;1;18;0;0.0;0;0.0;0
0;1;1;0;18;7;13.55714285714286;7;13.55714285714286;1
0;1;1;0;35;4;12.0;3;10.333333333333334;0
