Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Tuition fees up to date;Scholarship holder;Target
8;12.28125;6;11.983333333333334;1;0;1
0;0.0;0;0.0;0;0;0
6;11.5;6;11.833333333333334;1;1;1
2;11.0;3;12.666666666666666;1;0;0
4;14.5;4;13.75;1;0;1
5;11.8;5;11.4;1;0;0
6;13.0;6;13.166666666666666;1;1;0
5;11.8;6;12.833333333333334;1;1;1
5;14.5;6;14.125;1;0;1
5;13.0;3;11.666666666666666;1;0;1
4;11.25;6;10.25;0;0;0
4;11.75;6;12.514285714285716;1;0;0
9;10.444444444444445;10;11.5;1;0;0
0;0.0;1;10.0;0;0;0
5;12.77777777777778;6;15.714285714285714;1;1;1
4;11.0;4;12.5;1;0;0
4;12.75;3;12.0;0;0;0
0;0.0;0;0.0;1;0;0
4;11.75;4;12.25;1;0;1
0;0.0;0;0.0;0;0;0
5;14.2;5;13.6;1;0;1
5;11.8;5;12.2;1;0;1
6;13.333333333333334;6;12.285714285714286;1;1;1
4;13.0;3;12.0;1;0;1
7;11.65;6;13.342857142857143;1;1;1
0;0.0;0;0.0;1;0;0
11;14.818181818181818;11;14.272727272727272;1;0;1
8;12.91111111111111;7;12.1375;1;1;1
6;14.857142857142858;6;14.166666666666666;1;0;1
8;14.655555555555557;7;13.528571428571428;1;0;1
6;11.0;5;12.0;1;0;1
1;11.0;5;11.4;1;0;0
0;0.0;0;0.0;1;0;0
11;14.5;12;12.916666666666666;1;0;1
8;14.3875;7;13.6375;1;1;1
7;12.142857142857142;7;12.9;1;0;0
7;14.36;7;14.36;1;1;1
7;14.7;7;14.7;1;0;1
8;15.0625;7;13.0;1;1;1
0;0.0;6;13.5;1;0;0
5;12.6;5;12.333333333333334;1;0;1
5;13.0;5;13.4;1;0;1
0;0.0;0;0.0;1;1;1
7;14.142857142857142;11;14.727272727272728;1;0;1
6;15.666666666666666;6;16.571428571428573;1;0;1
8;15.7425;7;15.145;1;0;1
8;15.075;7;13.44285714285714;1;1;1
4;11.75;5;14.166666666666666;1;0;1
6;12.333333333333334;6;11.333333333333334;1;1;1
8;13.76125;8;13.76125;1;0;1
5;10.0;5;11.6;0;0;0
5;13.0;4;12.75;1;1;1
6;14.0;6;15.307692307692308;1;0;1
4;12.0;5;13.285714285714286;0;0;0
8;14.077777777777778;7;14.757142857142856;1;0;1
6;12.766666666666666;6;12.766666666666666;1;0;1
0;0.0;5;10.4;0;0;0
0;0.0;0;0.0;1;0;0
5;12.6;4;10.5;1;1;1
5;13.4;4;14.25;1;0;1
0;0.0;3;11.916666666666666;1;0;0
5;11.6;4;12.0;1;0;0
4;12.75;3;11.0;1;0;0
5;13.0;6;14.166666666666666;1;0;1
6;15.0;6;14.666666666666666;1;0;1
5;12.285714285714286;0;0.0;1;0;1
0;0.0;3;12.666666666666666;0;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;0;0;0
8;14.022222222222222;7;13.7;1;1;1
0;0.0;0;0.0;1;0;0
6;13.285714285714286;6;13.333333333333334;1;1;1
6;12.166666666666666;5;11.4;1;0;1
0;0.0;0;0.0;1;0;0
0;0.0;7;16.142857142857142;1;0;0
0;0.0;0;0.0;1;0;0
8;15.63375;8;15.63375;1;1;1
6;14.5;6;13.666666666666666;1;0;1
0;0.0;0;0.0;1;0;0
6;11.5;6;12.5;1;0;1
6;13.0;6;12.285714285714286;1;1;1
0;0.0;0;0.0;1;0;0
4;13.125;4;12.95;1;0;0
6;12.45;6;12.45;1;0;1
8;13.38125;8;13.38125;1;1;1
5;11.34;5;12.16;0;0;0
6;12.166666666666666;6;12.75;1;1;1
8;13.3425;8;13.3425;1;0;1
6;13.03125;7;14.175;1;1;1
2;14.5;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
5;12.142857142857142;5;12.0;1;0;1
5;11.4;6;10.571428571428571;1;1;1
12;15.428571428571429;11;14.153846153846152;1;0;1
5;12.4;6;11.166666666666666;1;1;1
17;12.666666666666666;17;12.0;1;0;1
4;12.0;3;11.333333333333334;1;0;0
13;13.357142857142858;16;12.588235294117649;1;1;1
0;0.0;0;0.0;0;0;0
13;12.846153846153848;12;12.25;1;0;1
5;12.8;5;11.6;1;0;1
3;12.0;4;13.0;0;0;0
2;12.5;3;10.666666666666666;1;0;0
3;11.428571428571429;2;11.0;0;0;0
8;13.125;6;13.428571428571429;1;0;1
8;13.05375;8;13.05375;1;0;1
6;13.833333333333334;6;14.166666666666666;1;0;1
0;0.0;0;0.0;0;0;0
3;12.666666666666666;5;13.6;1;0;0
5;13.333333333333334;6;13.714285714285714;1;0;0
2;10.0;3;11.666666666666666;0;0;0
0;0.0;1;14.0;0;0;0
3;10.0;4;12.5;1;0;0
4;11.5;5;11.833333333333334;0;0;0
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;0;0;0
10;12.4;13;11.538461538461538;1;0;0
0;0.0;0;0.0;1;1;1
0;0.0;0;0.0;0;0;0
0;0.0;3;12.666666666666666;0;0;0
6;15.0;6;14.428571428571429;1;0;1
7;12.6;7;13.117142857142856;1;1;1
6;11.833333333333334;6;12.666666666666666;1;0;1
0;0.0;0;0.0;1;1;0
6;16.5;6;15.285714285714286;1;0;1
4;11.25;3;10.5;1;0;1
9;12.6;11;12.636363636363637;1;1;1
0;0.0;0;0.0;1;0;0
1;14.0;3;14.333333333333334;0;0;0
0;0.0;0;0.0;1;0;0
6;14.428571428571429;6;13.5;1;1;1
0;0.0;0;0.0;0;0;0
7;11.428571428571429;9;12.8;1;0;1
5;12.0;5;10.8;1;0;0
4;11.0;4;11.4;1;0;1
8;14.5;7;13.725714285714286;1;0;1
6;11.166666666666666;6;13.5;1;1;1
7;15.57;7;15.57;1;0;0
8;15.91111111111111;7;14.114285714285714;1;0;0
0;0.0;0;0.0;1;0;0
4;13.75;4;13.5;1;0;1
0;0.0;4;11.25;1;0;0
6;11.333333333333334;6;12.142857142857142;1;1;1
7;13.075714285714286;7;13.075714285714286;1;0;1
0;0.0;0;0.0;1;0;0
2;13.5;3;11.0;1;0;0
0;0.0;0;0.0;1;0;0
7;13.512857142857142;7;13.512857142857142;1;1;1
6;12.166666666666666;6;12.833333333333334;1;1;1
3;11.666666666666666;3;15.0;1;1;0
3;13.333333333333334;5;12.8;0;0;0
0;0.0;3;12.333333333333334;0;0;0
5;12.288;5;12.288;1;0;0
7;13.285714285714286;12;12.333333333333334;1;0;1
5;12.8;4;11.5;1;1;1
4;11.142857142857142;6;11.833333333333334;1;0;0
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
5;13.0;6;12.333333333333334;1;0;1
6;12.833333333333334;6;12.428571428571429;1;0;1
8;13.544444444444444;7;12.765714285714289;1;1;1
5;12.6;5;12.1;1;0;0
5;11.5;5;12.0;1;0;1
0;0.0;0;0.0;1;0;0
13;12.0;13;11.357142857142858;1;0;1
6;12.5;6;13.5;1;0;1
0;0.0;0;0.0;0;0;0
8;14.75;7;13.884285714285712;1;0;0
2;10.5;2;11.666666666666666;1;0;0
6;12.666666666666666;6;14.5;1;0;1
6;14.166666666666666;6;14.714285714285714;1;0;1
6;14.333333333333334;6;13.285714285714286;1;1;1
0;0.0;0;0.0;0;0;0
4;11.5;5;13.0;1;0;0
5;14.0;6;11.5;1;1;1
5;11.6;5;11.8;1;1;1
3;12.285714285714286;3;10.666666666666666;0;1;0
8;14.864444444444445;6;13.8875;1;1;1
6;11.5;5;11.4;1;1;1
7;12.142857142857142;9;12.333333333333334;1;0;1
8;13.427499999999998;8;13.427499999999998;1;0;1
2;15.5;6;15.166666666666666;1;0;1
0;0.0;0;0.0;1;0;0
0;0.0;2;10.5;1;0;0
3;11.0;5;11.8;1;1;1
8;12.36111111111111;7;13.075;1;0;1
2;13.0;4;11.6;1;0;0
4;12.25;6;13.666666666666666;1;0;0
2;10.0;4;10.75;1;0;0
8;12.68888888888889;6;13.492857142857144;1;0;1
0;0.0;0;0.0;0;0;0
5;14.8;5;13.285714285714286;1;0;0
5;11.8;5;12.6;1;0;1
6;14.666666666666666;6;14.0;1;0;1
2;10.5;2;11.5;0;0;0
0;0.0;0;0.0;0;0;0
6;12.875;6;11.833333333333334;0;1;1
5;12.4;5;11.5;0;0;1
6;12.333333333333334;6;14.166666666666666;1;0;1
0;0.0;0;0.0;1;0;0
0;0.0;2;10.5;0;0;0
6;13.166666666666666;6;11.833333333333334;1;0;1
0;0.0;0;0.0;1;1;0
5;12.4;5;12.4;1;0;1
0;0.0;2;10.5;0;0;0
0;0.0;0;0.0;0;0;0
11;14.333333333333334;12;14.583333333333334;1;1;1
3;12.666666666666666;6;11.666666666666666;1;0;1
0;0.0;0;0.0;0;0;0
0;0.0;1;13.0;1;1;0
9;15.011111111111113;7;15.66;1;0;1
0;0.0;0;0.0;1;0;0
4;12.75;6;12.166666666666666;1;1;1
6;13.3;6;13.3;1;0;1
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;0;1;0
7;13.55714285714286;7;13.55714285714286;1;0;1
3;10.333333333333334;4;12.0;1;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;1
6;12.183333333333332;6;12.183333333333332;1;0;1
4;11.0;6;11.833333333333334;0;0;0
0;0.0;0;0.0;0;0;0
5;14.333333333333334;6;15.0;1;0;1
0;0.0;0;0.0;1;0;1
0;0.0;0;0.0;1;0;1
8;13.435;8;13.435;1;1;1
0;0.0;4;13.5;1;0;0
17;12.176470588235292;17;11.5;1;0;1
4;11.5;5;12.2;0;0;0
0;0.0;0;0.0;1;0;1
8;14.0;10;14.5;1;0;1
6;12.666666666666666;6;13.333333333333334;1;0;1
9;12.555555555555555;9;12.0;1;0;1
6;14.0;6;15.125;1;0;1
6;13.116666666666667;6;13.116666666666667;1;0;1
6;11.666666666666666;6;12.833333333333334;1;0;1
6;14.166666666666666;6;13.333333333333334;1;1;1
8;15.6625;7;13.877142857142855;1;0;1
7;12.944285714285714;7;12.944285714285714;1;0;1
6;14.266666666666666;6;14.266666666666666;1;0;1
5;14.0;5;13.0;1;0;1
8;12.48375;8;12.48375;1;0;1
8;15.3125;7;13.428571428571429;1;0;1
0;0.0;3;10.666666666666666;0;0;0
5;12.2;5;15.4;1;0;1
6;13.45;6;13.45;1;0;1
6;12.6;6;12.6;1;1;1
8;12.9375;7;12.485714285714286;1;0;1
5;12.8;5;10.8;1;1;1
6;14.0;6;13.833333333333334;1;0;1
4;12.5;5;13.2;1;0;1
0;0.0;1;14.0;1;1;0
5;14.0;8;13.875;1;0;1
5;12.714285714285714;5;12.5;1;1;1
6;12.5;6;13.428571428571429;1;1;1
8;15.11111111111111;7;14.868571428571428;1;1;1
8;13.21875;7;13.03;1;0;1
6;12.333333333333334;6;14.571428571428571;1;0;1
4;11.25;5;11.0;1;0;1
8;13.3675;8;13.3675;1;1;1
7;12.825714285714286;6;12.808333333333332;1;1;1
8;13.8875;7;13.918571428571427;1;0;1
4;12.8;6;13.0;1;0;1
6;13.683333333333332;6;13.683333333333332;1;0;1
1;12.0;5;13.0;1;0;0
5;11.2;5;12.8;1;0;1
6;12.166666666666666;6;13.571428571428571;1;1;1
6;13.166666666666666;6;13.166666666666666;1;0;1
6;14.5;6;15.0;1;1;1
5;11.4;6;12.666666666666666;1;0;1
6;13.142857142857142;6;13.857142857142858;1;1;0
8;14.9625;7;14.692857142857145;1;0;1
8;14.035;8;14.035;1;0;1
3;14.0;4;11.0;1;0;1
6;13.333333333333334;6;13.333333333333334;1;1;1
7;12.33;6;11.7725;1;0;1
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;0;0;0
6;12.0;6;12.285714285714286;1;1;1
6;13.166666666666666;6;12.166666666666666;1;0;1
7;14.805714285714286;7;14.805714285714286;1;0;1
6;11.714285714285714;5;10.6;1;0;0
6;12.666666666666666;6;12.833333333333334;1;1;1
5;13.8;5;13.0;1;1;1
8;13.7125;7;12.725;1;1;1
3;10.333333333333334;4;11.25;1;0;1
12;13.461538461538462;11;13.818181818181818;1;0;1
3;13.0;3;12.333333333333334;1;0;1
5;15.4;6;13.666666666666666;1;0;1
6;12.142857142857142;6;14.833333333333334;1;1;1
5;13.125;5;11.2;1;1;0
5;12.2;5;11.4;1;1;1
8;13.244444444444444;7;13.135;1;0;1
10;11.4;10;13.0;1;0;0
5;12.5;6;13.5;1;0;1
6;14.5;5;13.5;1;1;1
5;13.0;4;10.75;1;1;1
6;11.833333333333334;6;11.333333333333334;1;1;1
5;13.285714285714286;3;13.0;1;1;1
6;13.966666666666669;6;13.966666666666669;1;0;1
8;14.14125;8;14.14125;1;1;1
4;11.75;4;11.6;1;1;1
8;14.6625;8;14.6625;1;1;1
8;12.66875;6;12.993333333333334;1;1;1
5;12.8;5;12.2;1;0;1
0;0.0;0;0.0;1;0;0
5;11.8;5;12.2;1;0;1
0;0.0;0;0.0;1;1;0
6;11.666666666666666;6;11.333333333333334;1;0;1
6;13.1;6;13.857142857142858;1;0;1
6;13.333333333333334;6;12.857142857142858;1;0;1
0;0.0;1;10.0;1;0;0
13;11.384615384615383;14;10.214285714285714;0;0;1
3;10.333333333333334;6;11.285714285714286;0;0;0
0;0.0;6;13.833333333333334;1;1;0
5;12.6;6;12.857142857142858;1;0;1
4;12.0;6;11.666666666666666;1;1;0
0;0.0;0;0.0;0;0;0
5;13.2;5;14.4;1;0;1
6;14.166666666666666;6;14.833333333333334;1;0;1
6;12.0;6;14.333333333333334;1;1;1
0;0.0;0;0.0;1;0;1
0;0.0;0;0.0;1;0;0
6;12.666666666666666;6;12.333333333333334;1;1;1
5;12.4;5;11.8;1;0;1
5;10.6;5;13.2;1;0;0
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;0;0;0
6;13.285714285714286;6;11.5;1;0;1
5;12.2;5;12.6;1;0;1
8;14.22222222222222;7;13.542857142857144;1;0;1
6;13.833333333333334;6;13.666666666666666;1;1;1
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;1;0;0
6;12.285714285714286;6;11.5;1;0;1
7;12.9125;7;11.828571428571427;1;0;1
0;0.0;0;0.0;1;0;1
6;12.966666666666669;6;12.966666666666669;1;1;1
6;13.666666666666666;6;13.833333333333334;1;0;1
8;14.36875;7;14.125714285714285;1;0;1
0;0.0;5;12.166666666666666;1;0;0
4;12.25;6;12.666666666666666;1;0;1
0;0.0;0;0.0;1;0;0
6;14.166666666666666;6;12.285714285714286;1;1;1
1;10.0;2;10.0;1;0;0
2;12.0;2;11.5;1;0;0
4;11.5;5;11.6;1;0;1
6;11.666666666666666;6;12.5;1;1;1
2;11.0;3;11.666666666666666;0;0;0
10;11.6;7;13.428571428571429;1;0;1
6;13.5;6;13.666666666666666;1;0;1
6;12.166666666666666;6;12.5;1;0;1
4;12.8;6;13.0;1;0;1
7;12.842857142857143;6;12.783333333333331;1;0;1
0;0.0;0;0.0;1;0;0
4;11.225;4;13.5;1;0;0
8;15.125;7;13.457142857142856;1;0;1
7;13.44285714285714;7;13.44285714285714;1;0;1
5;10.833333333333334;4;11.0;1;0;1
6;12.285714285714286;6;11.333333333333334;1;1;1
0;0.0;2;10.0;1;0;0
8;14.0625;7;12.214285714285714;1;1;1
6;13.5;6;14.166666666666666;1;1;1
11;12.636363636363637;12;12.846153846153848;1;1;1
4;11.25;5;12.8;1;1;1
5;12.0;4;13.0;0;0;0
8;13.666666666666666;7;13.371428571428572;1;1;1
8;13.3875;7;13.385714285714286;1;1;1
7;13.328571428571427;7;13.328571428571427;1;0;1
5;11.0;5;14.0;1;0;1
5;13.2;5;12.6;1;0;1
6;15.0;6;14.0;1;1;1
6;12.666666666666666;6;13.428571428571429;1;1;1
6;12.5;6;13.0;1;1;1
3;12.333333333333334;3;10.0;0;0;0
6;11.77777777777778;6;12.833333333333334;1;0;1
6;12.916666666666666;6;12.916666666666666;1;0;1
5;13.8;6;13.285714285714286;1;0;1
5;13.8;5;14.6;1;1;1
6;13.666666666666666;6;14.0;1;1;1
6;15.0;6;14.142857142857142;1;1;1
6;12.333333333333334;6;11.666666666666666;1;0;1
8;14.3775;8;14.3775;1;0;1
7;13.042857142857144;7;12.5;1;0;1
6;14.15;6;14.15;1;1;1
7;12.471428571428572;7;12.471428571428572;1;1;1
6;14.15;6;14.15;1;0;1
8;14.0475;7;14.072222222222225;1;0;1
6;14.666666666666666;6;14.857142857142858;1;0;1
6;13.166666666666666;6;14.285714285714286;1;1;1
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;1;0;0
5;15.166666666666666;6;15.0;1;0;0
6;12.633333333333333;6;12.633333333333333;1;1;1
5;12.6;5;11.2;0;0;0
6;14.233333333333334;6;14.233333333333334;1;0;1
7;15.7;7;15.7;1;0;1
6;15.2;6;15.2;1;0;1
5;15.6;6;16.333333333333332;0;0;0
12;12.857142857142858;14;12.5625;1;0;1
0;0.0;0;0.0;1;0;0
6;12.0;5;12.4;1;0;1
8;13.78125;8;13.78125;1;1;1
5;11.666666666666666;6;12.166666666666666;1;0;0
4;12.0;4;10.8;1;0;1
8;14.28625;7;13.26;1;1;1
3;10.666666666666666;4;12.0;0;0;0
6;14.428571428571429;6;11.875;1;1;1
5;13.2;6;13.333333333333334;1;0;1
5;13.0;6;14.428571428571429;1;0;1
6;14.333333333333334;6;15.0;1;1;1
8;16.8;7;15.155555555555557;1;0;1
6;11.857142857142858;6;10.666666666666666;1;0;1
4;11.25;5;11.0;1;0;0
0;0.0;0;0.0;1;0;0
6;12.0;6;12.285714285714286;1;0;1
8;12.82875;8;12.82875;1;0;0
5;14.4;6;12.666666666666666;1;0;1
0;0.0;2;13.0;0;1;0
4;12.4;5;10.875;1;0;1
5;11.6;5;12.8;1;1;1
0;0.0;5;11.285714285714286;1;0;0
0;0.0;0;0.0;1;0;1
1;10.0;0;0.0;1;1;0
8;13.744444444444444;6;13.766666666666666;1;1;0
6;12.758333333333333;6;12.758333333333333;0;0;0
0;0.0;0;0.0;1;1;0
6;13.25;6;12.666666666666666;1;0;1
6;12.0;6;12.25;1;1;1
5;12.2;3;11.333333333333334;1;0;1
8;13.05;7;13.507142857142856;1;1;1
7;13.614285714285714;7;13.614285714285714;1;0;1
0;0.0;0;0.0;1;0;0
6;12.166666666666666;4;11.5;0;0;1
6;12.5;6;12.333333333333334;1;0;1
8;14.4375;7;11.971428571428572;1;1;1
2;11.5;2;13.0;0;1;0
5;11.285714285714286;2;13.5;1;0;1
6;13.285714285714286;6;12.166666666666666;1;0;1
0;0.0;0;0.0;1;0;1
6;13.666666666666666;6;11.666666666666666;1;0;1
6;12.833333333333334;5;13.4;1;1;1
4;12.5;6;12.0;1;0;1
5;14.8;5;14.2;1;0;1
6;14.428571428571429;6;12.125;1;1;1
7;13.285714285714286;7;13.857142857142858;1;0;1
8;13.125555555555556;7;14.283333333333337;1;0;1
9;13.0;11;13.272727272727272;1;0;1
6;15.142857142857142;6;14.666666666666666;1;0;1
8;15.092;7;15.114999999999998;1;1;1
6;13.142857142857142;6;15.0;1;0;1
5;14.333333333333334;5;13.2;1;0;1
3;10.333333333333334;2;11.0;1;1;0
7;14.565714285714288;7;14.565714285714288;1;1;1
4;10.75;3;12.0;0;0;0
0;0.0;0;0.0;1;0;0
7;13.775;6;13.796666666666669;1;0;1
6;15.333333333333334;6;14.833333333333334;1;0;1
6;13.833333333333334;6;12.833333333333334;1;0;1
7;14.962857142857144;7;14.962857142857144;1;1;1
5;11.2;4;12.0;1;0;1
8;12.8;7;12.4;1;0;1
6;17.166666666666668;6;15.571428571428571;1;0;1
7;13.714285714285714;7;13.714285714285714;1;0;1
6;12.166666666666666;6;13.142857142857142;1;0;1
3;11.0;6;15.0;1;0;1
0;0.0;1;13.0;0;0;0
11;12.75;11;12.0;1;1;1
0;0.0;0;0.0;1;0;1
6;14.166666666666666;6;15.166666666666666;1;0;1
2;10.5;4;12.0;1;0;0
8;14.772727272727272;7;13.642857142857142;1;0;1
6;12.714285714285714;6;12.666666666666666;1;0;1
0;0.0;0;0.0;1;0;0
6;10.5;5;10.8;1;1;1
8;13.063636363636364;6;14.25;1;1;1
10;12.9;12;12.153846153846152;1;0;0
3;12.333333333333334;4;12.25;1;1;1
8;13.40375;8;13.40375;1;1;1
3;12.666666666666666;6;11.333333333333334;1;1;1
6;12.333333333333334;5;12.2;1;0;0
0;0.0;0;0.0;1;0;0
4;16.0;5;16.166666666666668;0;0;0
0;0.0;0;0.0;1;1;1
2;10.0;3;11.0;1;0;0
0;0.0;0;0.0;1;0;0
0;0.0;4;12.5;0;0;0
2;12.6;7;11.294444444444444;1;0;1
4;12.5;5;11.2;1;0;1
0;0.0;0;0.0;1;0;0
5;11.8;5;13.2;1;0;1
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;0;0;0
7;13.1;7;13.1;1;0;1
6;13.166666666666666;6;13.5;1;0;1
3;13.0;5;11.571428571428571;1;0;0
6;15.166666666666666;6;15.285714285714286;1;0;1
4;13.6;6;13.433333333333332;1;0;1
3;11.0;5;11.6;1;0;0
6;13.5;6;14.666666666666666;1;0;1
6;14.666666666666666;6;14.666666666666666;1;0;1
7;12.742857142857144;7;12.742857142857144;1;0;1
7;13.12857142857143;7;11.975;1;0;1
0;0.0;0;0.0;0;0;0
7;14.935714285714283;7;14.935714285714283;1;1;1
4;10.0;2;10.5;1;0;0
5;13.0;5;13.333333333333334;1;0;1
0;0.0;0;0.0;1;0;0
4;14.0;5;13.8;1;0;0
4;10.75;6;11.833333333333334;1;0;1
0;0.0;0;0.0;1;0;1
0;0.0;0;0.0;1;0;0
0;0.0;2;10.0;1;0;0
3;11.666666666666666;4;11.5;1;0;0
0;0.0;0;0.0;1;1;1
0;0.0;0;0.0;0;0;0
5;12.2;6;13.0;1;0;1
8;13.90625;7;13.462857142857144;1;1;1
1;10.0;3;10.0;1;0;0
6;13.666666666666666;6;12.333333333333334;1;0;1
0;0.0;0;0.0;0;0;0
4;13.25;5;13.6;1;0;1
2;14.0;6;12.333333333333334;1;0;0
7;12.25;10;11.454545454545457;1;0;0
5;14.4;8;13.5;1;0;0
0;0.0;0;0.0;0;0;0
0;0.0;2;11.0;0;0;0
5;14.333333333333334;6;13.714285714285714;1;0;0
12;12.25;21;12.363636363636363;0;0;0
3;12.666666666666666;2;12.0;1;0;0
6;13.166666666666666;7;12.857142857142858;1;0;1
2;11.5;0;0.0;1;0;0
0;0.0;2;13.5;1;0;0
10;15.0;11;15.090909090909092;0;0;0
1;13.0;2;13.5;1;0;0
0;0.0;0;0.0;1;0;0
3;10.666666666666666;4;12.65;1;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;0;0;0
5;12.8;6;13.333333333333334;1;1;1
5;11.142857142857142;3;11.333333333333334;1;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
2;10.5;3;11.666666666666666;0;0;0
6;14.428571428571429;6;12.166666666666666;1;0;1
4;12.75;6;13.333333333333334;1;0;1
0;0.0;6;12.142857142857142;1;0;0
12;12.307692307692308;17;13.058823529411764;1;0;1
5;10.0;5;11.833333333333334;0;0;0
10;11.8;10;12.4;1;0;1
0;0.0;0;0.0;0;0;0
5;13.4;5;11.0;1;0;1
6;14.428571428571429;6;13.625;1;1;1
0;0.0;0;0.0;1;0;0
2;13.5;2;15.0;1;0;0
5;11.0;5;10.8;1;0;1
3;11.333333333333334;3;13.666666666666666;1;0;0
6;13.333333333333334;6;12.833333333333334;1;0;1
0;0.0;0;0.0;0;0;0
6;13.428571428571429;6;15.125;1;0;1
1;10.0;0;0.0;1;0;0
5;11.0;5;11.4;1;0;1
6;11.0;4;12.25;1;0;1
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;1;0;0
0;0.0;2;13.0;0;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
5;14.2;5;13.0;1;1;1
6;14.0;6;13.857142857142858;1;1;1
8;12.4875;6;13.391666666666666;1;0;1
0;0.0;4;12.75;1;1;0
5;14.6;4;14.5;1;0;1
6;12.166666666666666;6;12.166666666666666;1;0;1
5;15.6;5;15.4;1;0;0
2;16.0;2;13.333333333333334;0;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
6;14.714285714285714;6;13.714285714285714;1;0;1
0;0.0;4;12.25;1;0;0
1;13.0;1;11.0;1;0;0
6;10.5;6;10.166666666666666;1;0;1
0;0.0;1;10.0;1;0;0
3;10.666666666666666;2;10.5;0;0;0
0;0.0;0;0.0;1;1;1
0;0.0;0;0.0;0;1;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
5;12.4;5;13.333333333333334;1;0;1
0;0.0;0;0.0;1;1;0
6;14.333333333333334;6;13.571428571428571;1;1;1
6;11.166666666666666;6;12.833333333333334;1;1;1
5;11.2;4;10.25;1;0;0
0;0.0;0;0.0;1;0;0
3;13.333333333333334;4;14.5;1;0;0
0;0.0;0;0.0;0;0;0
12;11.5;18;11.666666666666666;1;0;1
5;13.0;4;13.0;1;0;1
8;11.50625;7;12.12142857142857;1;0;1
7;13.75;9;14.22222222222222;1;1;1
5;15.285714285714286;5;12.166666666666666;1;0;1
0;0.0;0;0.0;1;1;0
6;11.5;6;12.666666666666666;1;0;1
7;13.614285714285714;7;13.614285714285714;1;0;1
10;14.3;12;12.857142857142858;1;0;1
5;14.2;4;14.0;1;0;1
5;11.8;4;14.75;1;1;1
0;0.0;0;0.0;1;0;0
6;14.285714285714286;6;13.625;1;0;1
0;0.0;0;0.0;1;0;1
4;11.875;4;11.8;1;0;0
6;14.6;6;15.125;1;0;1
2;10.5;4;11.5;1;0;0
0;0.0;0;0.0;1;0;0
5;12.8;3;10.333333333333334;1;0;1
6;14.5;6;13.833333333333334;1;0;1
6;13.666666666666666;6;14.0;1;0;1
3;13.333333333333334;1;18.0;1;0;0
0;0.0;0;0.0;1;1;1
5;11.0;4;13.25;0;0;0
4;14.75;4;14.25;1;1;1
0;0.0;0;0.0;0;0;0
3;11.333333333333334;8;11.25;0;0;0
6;12.5;6;13.5;1;1;1
6;12.857142857142858;5;12.666666666666666;1;1;1
6;12.333333333333334;6;15.166666666666666;1;1;1
5;15.142857142857142;6;13.166666666666666;1;0;0
6;11.333333333333334;6;14.5;1;0;1
0;0.0;0;0.0;0;0;1
2;12.5;4;10.8;1;1;0
0;0.0;0;0.0;1;0;0
4;12.0;6;11.428571428571429;0;0;0
10;11.6;8;12.5;1;0;0
0;0.0;0;0.0;1;0;0
5;11.5;5;12.75;1;1;1
0;0.0;0;0.0;1;0;0
6;14.571428571428571;6;14.428571428571429;1;0;1
8;11.7125;7;12.492857142857144;1;0;1
4;11.0;4;11.5;1;0;0
5;12.8;5;11.2;1;0;1
3;11.0;3;12.0;0;0;0
7;15.885714285714286;7;15.885714285714286;1;0;1
4;11.58;4;12.94;0;0;0
6;14.166666666666666;6;14.0;0;0;1
0;0.0;0;0.0;1;0;1
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;1;0;0
3;11.0;4;11.25;1;0;0
0;0.0;0;0.0;1;0;0
0;0.0;4;11.25;0;0;0
3;10.666666666666666;5;11.8;1;0;1
10;11.181818181818182;8;11.625;1;0;1
0;0.0;0;0.0;1;0;0
4;11.25;4;10.25;1;1;0
14;11.357142857142858;15;10.8;1;0;1
11;12.666666666666666;11;12.545454545454543;0;1;1
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
5;12.2;6;14.77777777777778;1;0;1
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;0;0;0
